step,col00_flat.env_count,col00_flat.current_level_mean,col00_flat.rows_advanced_mean,col00_flat.row_advance_rate,col00_flat.rear_follow_success_rate,col00_flat.row_contact_support_min,col00_flat.actual_overspeed_near_edge_rate,col00_flat.stagnation_rate,col00_flat.recovery_active_rate,col00_flat.stuck_time_mean,col00_flat.difficulty_score,col01_slope_down.env_count,col01_slope_down.current_level_mean,col01_slope_down.rows_advanced_mean,col01_slope_down.row_advance_rate,col01_slope_down.rear_follow_success_rate,col01_slope_down.row_contact_support_min,col01_slope_down.actual_overspeed_near_edge_rate,col01_slope_down.stagnation_rate,col01_slope_down.recovery_active_rate,col01_slope_down.stuck_time_mean,col01_slope_down.difficulty_score,col02_slope_up.env_count,col02_slope_up.current_level_mean,col02_slope_up.rows_advanced_mean,col02_slope_up.row_advance_rate,col02_slope_up.rear_follow_success_rate,col02_slope_up.row_contact_support_min,col02_slope_up.actual_overspeed_near_edge_rate,col02_slope_up.stagnation_rate,col02_slope_up.recovery_active_rate,col02_slope_up.stuck_time_mean,col02_slope_up.difficulty_score,col03_rough.env_count,col03_rough.current_level_mean,col03_rough.rows_advanced_mean,col03_rough.row_advance_rate,col03_rough.rear_follow_success_rate,col03_rough.row_contact_support_min,col03_rough.actual_overspeed_near_edge_rate,col03_rough.stagnation_rate,col03_rough.recovery_active_rate,col03_rough.stuck_time_mean,col03_rough.difficulty_score,col04_rough.env_count,col04_rough.current_level_mean,col04_rough.rows_advanced_mean,col04_rough.row_advance_rate,col04_rough.rear_follow_success_rate,col04_rough.row_contact_support_min,col04_rough.actual_overspeed_near_edge_rate,col04_rough.stagnation_rate,col04_rough.recovery_active_rate,col04_rough.stuck_time_mean,col04_rough.difficulty_score,col05_stairs_down.env_count,col05_stairs_down.current_level_mean,col05_stairs_down.rows_advanced_mean,col05_stairs_down.row_advance_rate,col05_stairs_down.rear_follow_success_rate,col05_stairs_down.row_contact_support_min,col05_stairs_down.actual_overspeed_near_edge_rate,col05_stairs_down.stagnation_rate,col05_stairs_down.recovery_active_rate,col05_stairs_down.stuck_time_mean,col05_stairs_down.difficulty_score,col06_stairs_down.env_count,col06_stairs_down.current_level_mean,col06_stairs_down.rows_advanced_mean,col06_stairs_down.row_advance_rate,col06_stairs_down.rear_follow_success_rate,col06_stairs_down.row_contact_support_min,col06_stairs_down.actual_overspeed_near_edge_rate,col06_stairs_down.stagnation_rate,col06_stairs_down.recovery_active_rate,col06_stairs_down.stuck_time_mean,col06_stairs_down.difficulty_score,col07_stairs_down.env_count,col07_stairs_down.current_level_mean,col07_stairs_down.rows_advanced_mean,col07_stairs_down.row_advance_rate,col07_stairs_down.rear_follow_success_rate,col07_stairs_down.row_contact_support_min,col07_stairs_down.actual_overspeed_near_edge_rate,col07_stairs_down.stagnation_rate,col07_stairs_down.recovery_active_rate,col07_stairs_down.stuck_time_mean,col07_stairs_down.difficulty_score,col08_obstacles.env_count,col08_obstacles.current_level_mean,col08_obstacles.rows_advanced_mean,col08_obstacles.row_advance_rate,col08_obstacles.rear_follow_success_rate,col08_obstacles.row_contact_support_min,col08_obstacles.actual_overspeed_near_edge_rate,col08_obstacles.stagnation_rate,col08_obstacles.recovery_active_rate,col08_obstacles.stuck_time_mean,col08_obstacles.difficulty_score,col09_obstacles.env_count,col09_obstacles.current_level_mean,col09_obstacles.rows_advanced_mean,col09_obstacles.row_advance_rate,col09_obstacles.rear_follow_success_rate,col09_obstacles.row_contact_support_min,col09_obstacles.actual_overspeed_near_edge_rate,col09_obstacles.stagnation_rate,col09_obstacles.recovery_active_rate,col09_obstacles.stuck_time_mean,col09_obstacles.difficulty_score
124,2.125,5.22917,3.85417,0.895833,,1,,0,,,,2.25,7.22917,4.52083,1,,1,0,0,,,0.136189,2.875,4.66667,3.04167,0.833333,,1,,0,,,0.197157,2.875,5.29167,2.54167,0.875,,1,,0,,,0.204128,2.125,5.27083,2.66667,0.8125,,1,0,0,,,0.220657,2.625,2.8125,1.8125,0.729167,0.270833,0.0466467,0.916667,0.0416667,0,0,0.299403,3,3.58333,2.58333,1,0.291667,0.0854074,0.916667,0,0,0,0.184669,2.125,3.16667,2.16667,0.895833,0.25,0.03125,1,0,0,0,0.233834,38,17.625,0.0164474,0.0164474,0.368421,0.00328947,0.9375,0.483553,0.177632,0.285855,0.526764,38,14.7138,0.164474,0.134868,0.861842,0.0301538,0.980263,0.328947,0.167763,0.290351,0.490727
125,2.25,7.54167,6.20833,0.916667,,1,,0,,,,2.125,8.85417,6.66667,0.895833,,1,0,0,,,0.148438,3,7.95833,5.95833,1,,1,,0,,,0.148557,2.75,8.10417,4.72917,0.9375,,1,,0,,,0.186016,2.25,6.39583,4.02083,0.916667,,1,0,0,,,0.232885,2.875,4.10417,3.10417,0.958333,0.229167,0.0592314,0.875,0,0,0,0.273884,2.75,4.375,3.375,0.75,0.125,0.0196891,1,0,0,0,0.259962,2,4.375,3.375,0.875,0.25,0.125,0.875,0,0,0,0.265915,38,17.6776,0.0361842,0.0361842,0.460526,0.0148505,0.973684,0.444079,0.151316,0.257456,0.519699,38,14.7895,0.0756579,0.0493421,0.832237,0.00999949,0.973684,0.296053,0.131579,0.223465,0.494467
126,3,6.95833,3.41667,0.833333,,1,,0,,,,2.375,3.35417,2.41667,0.958333,,1,0,0,,,0.227676,2.25,6.91667,5.08333,0.854167,,1,,0,,,0.173229,2.375,6.5625,2.54167,0.708333,,1,,0,,,0.204427,2,5.6875,3.1875,0.875,,1,0,0,,,0.169772,2.625,3.6875,2.6875,0.791667,0.229167,0.0552724,0.958333,0,0,0,0.191036,3,2.625,1.625,0.916667,0.291667,0.0870471,0.958333,0,0,0,0.263624,2.375,2.83333,1.83333,0.833333,0.333333,0.0208333,0.958333,0,0,0,0.243619,38,17.7796,0.0657895,0.0592105,0.427632,0.0116854,0.924342,0.384868,0.108553,0.177851,0.505077,38,14.8882,0.0855263,0.0855263,0.809211,0.0197368,0.986842,0.355263,0.121711,0.246601,0.500428
127,3,9.08333,5.75,1,,1,,0,,,,3,7.875,6.20833,1,,1,0,0,,,0.108333,2,5.375,3.875,1,,1,,0,,,0.241422,3,6.625,3.29167,0.958333,,1,,0,,,0.240785,2,4.625,3.625,0.9375,,1,0,0,,,0.234643,2,3.5625,2.5625,0.9375,0.375,0,0.9375,0,0,0,0.29437,3,4.95833,3.95833,1,0.291667,0.0389215,0.958333,0,0,0,0.208453,2,4.75,3.75,1,0.25,0.03125,1,0,0,0,0.209735,38,17.8224,0.0230263,0.0230263,0.569079,0.00328947,0.973684,0.394737,0.131579,0.201425,0.513797,38,14.9967,0.111842,0.111842,0.75,0.0358584,0.983553,0.325658,0.177632,0.310307,0.496611
128,2.5,7.9375,5.64583,0.875,,1,,0,,,,2.75,6.875,3.66667,0.770833,,0.958333,0.0416667,0.0833333,,,0.237091,2.75,6.83333,5.08333,0.854167,,1,,0,,,0.171898,2.75,7.3125,4.6875,0.916667,,1,,0,,,0.160884,2.75,4.72917,2.97917,0.8125,,1,0,0,,,0.257421,2.375,3.60417,2.60417,0.8125,0.166667,0.0625,0.9375,0,0,0,0.286354,2,2.25,1.25,0.625,0.25,0,0.9375,0,0,0,0.373936,2.125,2.35417,1.35417,0.645833,0.25,0,0.895833,0,0,0,0.369561,38,17.8421,0.0164474,0.0164474,0.467105,0,0.953947,0.457237,0.151316,0.24364,0.525108,38,15.1184,0.138158,0.125,0.782895,0.0321953,0.976974,0.342105,0.138158,0.255153,0.496633
129,2,6.125,4.125,0.9375,,1,,0,,,,3,7.04167,4.04167,0.958333,,1,0,0,,,0.118098,3,6,3.33333,0.875,,1,,0,,,0.188457,2,4.3125,2.75,0.875,,1,,0,,,0.238583,2.125,6.75,4.3125,1,,1,0,0,,,0.110748,2.125,3.54167,2.54167,0.958333,0.270833,0.0531665,0.9375,0,0,0,0.224435,2.875,3.375,2.375,0.875,0.354167,0.0208333,0.958333,0,0,0,0.233369,2.875,3.375,2.375,0.875,0.3125,0.0416667,0.958333,0,0,0,0.233369,38,17.8421,0,0,0.444079,0,0.967105,0.503289,0.174342,0.261075,0.526645,38,15.2697,0.141447,0.128289,0.822368,0.0329758,0.973684,0.345395,0.184211,0.335965,0.497114
130,2.5,6.75,5.16667,0.854167,,1,,0,,,,2.875,8.29167,5.72917,0.833333,,1,0,0.0416667,,,0.156943,2.875,9,5.79167,0.916667,,1,,0,,,0.135262,2,5.75,4.0625,0.875,,1,,0,,,0.167523,2.125,5,3.3125,0.708333,,1,0,0,,,0.269393,2.5,3.625,2.625,0.729167,0.25,0.0208333,0.9375,0,0,0,0.278006,2.5,4.14583,3.14583,0.833333,0.145833,0.0833333,0.875,0,0,0,0.23212,2.625,4,3,0.854167,0.229167,0,0.958333,0,0,0,0.234525,38,17.8651,0.0164474,0.0164474,0.476974,0.00986842,0.967105,0.417763,0.131579,0.233333,0.516245,38,15.4342,0.190789,0.151316,0.842105,0.031153,0.990132,0.375,0.190789,0.294079,0.500615
131,3,5.125,3.79167,0.958333,,1,,0,,,,2.25,5.25,3.625,1,,1,0,0,,,0.136282,2.75,6.27083,3.4375,0.833333,,1,,0.0625,,,0.22069,2.125,4.20833,2.5625,0.895833,,1,,0,,,0.218761,2.875,3.6875,2.39583,0.916667,,1,0,0,,,0.213971,2.875,2.9375,1.9375,0.875,0.354167,0.0508348,0.958333,0,0,0,0.260754,2,3.375,2.375,0.875,0.3125,0,0.9375,0,0,0,0.230139,2.125,3.41667,2.41667,0.833333,0.291667,0.0301989,0.958333,0.0416667,0,0,0.225816,38,17.9211,0.0526316,0.0361842,0.506579,0.00657895,0.950658,0.407895,0.154605,0.242215,0.510347,38,15.5625,0.141447,0.134868,0.822368,0.0246711,0.983553,0.384868,0.207237,0.364803,0.499979
132,2.75,8.16667,6.85417,0.9375,,1,,0.0625,,,,2.25,8.125,6.41667,0.916667,,1,0,0,,,0.128545,2.875,7.58333,5.45833,0.958333,,1,,0,,,0.197871,2.25,5.85417,4.3125,0.916667,,1,,0,,,0.217102,2.875,6.0625,4.8125,0.895833,,1,0,0,,,0.202983,2.75,4.60417,3.60417,0.9375,0.208333,0,1,0,0,0,0.261433,2,4.125,3.125,0.9375,0.25,0.0921087,0.9375,0,0,0,0.292177,2.25,3.79167,2.79167,0.833333,0.229167,0.0339676,0.958333,0,0,0,0.306458,38,17.9638,0.0296053,0.0230263,0.542763,0.00305913,0.957237,0.411184,0.0986842,0.19682,0.514505,38,15.7303,0.184211,0.161184,0.835526,0.0302002,0.980263,0.315789,0.167763,0.285855,0.493841
133,2.5,6.125,3.45833,0.875,,1,,0,,,,1,7,3,1,,1,0,0,,,0.182344,2.375,8.10417,5.54167,0.958333,,1,,0,,,0.111458,2.625,4.6875,2.89583,0.916667,,1,,0,,,0.17901,1.5,3.75,3.25,0.9375,,1,0,0,,,0.1275,1.625,3.625,2.625,0.9375,0.3125,0.0625,1,0,0,0,0.192708,1.75,3.625,2.625,0.875,0.375,0.0224125,1,0,0,0,0.194844,2.75,3.47917,2.47917,0.916667,0.3125,0.0842745,0.854167,0,0,0,0.204479,25.5,18,0,0,0.710863,0,0.996429,0.459799,0.140464,0.220451,0.522652,54.375,15.7733,0.0509418,0.0450586,0.798302,0.0109392,0.972237,0.359463,0.187216,0.295928,0.504368
134,2,9.6875,6.6875,1,,1,,0,,,,1.25,10.0625,5.9375,0.875,,1,0,0,,,0.146875,1.25,9.25,5.5,0.875,,1,,0.0625,,,0.171213,2,7.375,5.375,1,,1,,0,,,0.158441,1,5.25,5.25,1,,1,0,0,,,0.172909,1,5,4,1,0.25,0.1875,0.875,0,0,0,0.238511,1,4.75,3.75,1,0.25,0,1,0,0,0,0.251271,2,5,4,1,0.25,0,1,0,0,0,0.232261,11.875,18,0,0,0.801206,0,1,0.514118,0.174985,0.316285,0.531483,72.625,15.9223,0.0645386,0.0628939,0.827898,0.0222214,0.989563,0.384349,0.192841,0.334842,0.515328
135,2,5.625,3.8125,0.8125,,1,,0,,,,2.75,6.52083,2.39583,0.854167,,1,0,0,,,0.219161,2,5.1875,2.9375,0.875,,1,,0,,,0.181661,1.875,6.0625,2.9375,0.75,,1,,0,,,0.210773,2.625,2.4375,1.5,0.583333,,1,0,0.0625,,,0.291721,1.875,2.375,1.375,0.6875,0.1875,0.09375,0.875,0,0,0,0.219161,1.75,2.25,1.25,0.625,0.1875,0.0637422,0.875,0.125,0,0,0.292599,2,2.5,1.5,0.75,0.125,0.0625,0.9375,0,0,0,0.208224,3.125,6.75,0.125,0.125,0.360119,0.03125,0.9375,0.220238,0.0178571,0.0697421,0.463244,76,16.0888,0.126645,0.121711,0.820724,0.0296706,0.973684,0.458882,0.230263,0.369463,0.461612
136,2,5.9375,4.9375,1,,1,,0,,,,3,10,6,1,,1,0,0,,,0.1125,2,8.125,6.125,1,,1,,0,,,0.125,2,7.125,3.625,1,,1,,0,,,0.196716,3,4.83333,3.83333,1,,1,0,0,,,0.17882,2,4.1875,3.1875,1,0.3125,0.0625,1,0,0,0,0.213749,2,4.0625,3.0625,1,0.3125,0.00383141,1,0,0,0,0.223977,2,4.3125,3.3125,1,0.4375,0,1,0,0,0,0.209772,2,3.0625,1.5625,1,0.6875,0.252217,1,0,0,0,0.327116,76,16.2352,0.131579,0.129934,0.799342,0.0305967,0.985197,0.419408,0.180921,0.309868,0.510867
137,2.5,7.3125,4.70833,0.833333,,1,,0,,,,2.125,7.66667,5.29167,0.875,,1,0,0,,,0.172775,2,5.25,4.0625,0.8125,,1,,0,,,0.158024,2,6.375,3.625,0.625,,1,,0,,,0.245473,2.5,5.89583,3.83333,0.6875,,1,0,0,,,0.238914,2.375,3.25,2.25,0.5625,0.1875,0.03125,0.875,0,0,0,0.307977,2,3.5,2.5,0.625,0.3125,0.0443874,0.9375,0,0,0,0.296918,2.5,2.95833,1.95833,0.583333,0.25,0,0.875,0,0,0,0.310286,2,3.6875,2,0.625,0.5,0.1875,0.9375,0.0625,0,0,0.347037,76,16.324,0.0740132,0.069079,0.853618,0.0118043,0.976974,0.46875,0.233553,0.394627,0.521876
138,2,8,4.5,1,,1,,0,,,,2,4.75,3.75,1,,1,0,0,,,0.184595,2,5.0625,4.5625,1,,1,,0,,,0.127344,2,4.5625,2.5625,1,,1,,0,,,0.259587,2,5.9375,2.4375,1,,1,0,0,,,0.272556,3,3.16667,2.16667,1,0.333333,0,1,0,0,0,0.28489,2,3.125,2.125,1,0.375,0.0352863,1,0,0,0,0.288349,3,3.45833,2.45833,1,0.333333,0.0208333,0.916667,0,0,0,0.260529,2,2.9375,0.9375,0.75,0.6875,0.28125,1,0,0,0,0.354976,76,16.4013,0.0756579,0.0756579,0.827303,0.0177389,0.990132,0.409539,0.231908,0.40318,0.511944
139,1.31445,10.8105,8.33789,0.936523,,0.939453,,0,,,,1.58984,7.83398,6.82812,0.852539,,0.855469,0,0,,,0.114871,1.28711,7.40527,7.16113,0.854492,,0.857422,,0,,,0.106067,1.78711,7.6582,5.71484,0.958008,,0.960938,,0,,,0.201454,1.67969,8.03613,4.98633,0.87207,,0.875,0,0,,,0.197433,2.38477,4.91146,3.99512,0.894857,0.182943,0.00758297,0.880859,0,0,0,0.241816,1.63281,4.50391,3.66309,0.823242,0.125,0.011644,0.806641,0,0,0,0.22089,2.16211,4.22656,3.44661,0.760417,0.139323,0.00520833,0.748698,0,0,0,0.199829,1.89648,4.75781,2.8125,0.963867,0.556641,0.383805,0.966797,0,0,0,0.313004,60.3125,16.383,0.128684,0.128684,0.91194,0.0327916,0.9962,0.531383,0.299995,0.515144,0.509118
