step,front_roll_cur_deg,front_pitch_cur_deg,front_yaw_cur_deg,rear_roll_cur_deg,rear_pitch_cur_deg,rear_yaw_cur_deg,front_joint_cmd_0_deg,front_joint_cmd_1_deg,front_joint_cmd_2_deg,rear_joint_cmd_0_deg,rear_joint_cmd_1_deg,rear_joint_cmd_2_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
330,59.958232,35.238681,-134.947391,-59.966871,-35.234068,45.022595,0.0,0.0,0.0,0.0,0.0,0.0,41.401712,-28.571997,-30.874579,-64.350057,41.521244,-45.755232,-0.121458,0.012652,-0.047776,-0.032359,-0.01355,-0.02697,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
360,59.959449,35.23743,-134.947484,-59.966959,-35.234409,45.023319,0.0,0.0,0.0,0.0,0.0,0.0,41.402205,-28.570669,-30.87475,-64.350565,41.520838,-45.755502,-0.12003,0.010205,-0.04679,-0.03325,-0.013382,-0.027098,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
390,59.963516,35.236957,-134.947378,-59.967688,-35.233874,45.023649,0.0,0.0,0.0,0.0,0.0,0.0,41.40113,-28.566572,-30.872438,-64.350852,41.521472,-45.756348,-0.117175,0.008336,-0.046033,-0.033281,-0.013181,-0.026575,0.0,-0.0,-0.0,-0.0,0.0,-0.0,
420,59.967356,35.236637,-134.948071,-59.96857,-35.233325,45.023993,0.0,0.0,0.0,0.0,0.0,0.0,41.400319,-28.562286,-30.869597,-64.351209,41.52225,-45.757282,-0.113201,0.005756,-0.045185,-0.033555,-0.013143,-0.025797,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
450,59.974116,35.239297,-134.954472,-59.965944,-35.229936,45.025577,0.0,0.0,0.0,0.0,0.0,0.0,41.398566,-28.5521,-30.858255,-64.34951,41.519484,-45.758907,-0.099141,-0.004482,-0.04874,-0.042902,-0.017446,-0.027677,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,
480,59.9442,35.244889,-134.975763,-59.96607,-35.237654,45.018093,0.0,0.0,0.0,0.0,0.0,0.0,41.412557,-28.571433,-30.859268,-64.348901,41.522311,-45.750159,-0.090326,-0.003713,-0.049435,-0.040342,-0.018322,-0.02766,0.0,-0.0,-0.0,-0.0,0.0,-0.0,
510,59.921442,35.236382,-134.989671,-59.964669,-35.239368,45.017388,0.0,0.0,0.0,0.0,0.0,0.0,41.431206,-28.586943,-30.872535,-64.348572,41.520989,-45.748101,-0.087044,-0.024184,-0.052782,-0.045496,-0.019789,-0.029971,0.0,-0.0,-0.0,0.0,0.0,-0.0,
540,59.922316,35.238058,-134.98268,-59.968484,-35.240815,45.015384,0.0,0.0,0.0,0.0,0.0,0.0,41.427179,-28.589814,-30.875338,-64.349888,41.525573,-45.747905,-0.097283,-0.007823,-0.04896,-0.034515,-0.015935,-0.02606,0.0,-0.0,0.0,0.0,0.0,-0.0,
570,59.924839,35.240035,-134.977935,-59.969793,-35.242212,45.015023,0.0,0.0,0.0,0.0,0.0,0.0,41.423216,-28.589826,-30.875199,-64.35083,41.526767,-45.747514,-0.101573,0.000601,-0.04639,-0.030471,-0.014285,-0.024622,0.0,-0.0,-0.0,0.0,0.0,-0.0,
600,59.92588,35.242153,-134.976617,-59.969952,-35.242511,45.01525,0.0,0.0,0.0,0.0,0.0,0.0,41.420913,-28.589534,-30.873585,-64.35112,41.526727,-45.747551,-0.102362,0.004007,-0.046353,-0.030296,-0.014157,-0.02437,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
630,59.925654,35.2426,-134.976497,-59.969849,-35.242629,45.015294,0.0,0.0,0.0,0.0,0.0,0.0,41.420634,-28.589841,-30.873441,-64.351138,41.526576,-45.74746,-0.102613,0.004718,-0.04639,-0.030426,-0.01424,-0.024425,0.0,-0.0,-0.0,0.0,0.0,-0.0,
660,59.925427,35.243046,-134.976499,-59.969767,-35.242717,45.01531,0.0,0.0,0.0,0.0,0.0,0.0,41.420402,-28.590086,-30.873214,-64.351141,41.526468,-45.74738,-0.102702,0.005288,-0.046449,-0.030582,-0.014318,-0.024454,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
690,59.925246,35.243378,-134.976529,-59.969696,-35.242811,45.015328,0.0,0.0,0.0,0.0,0.0,0.0,41.420244,-28.590264,-30.873033,-64.351152,41.526369,-45.747303,-0.102718,0.005623,-0.046515,-0.030719,-0.01437,-0.024499,0.0,-0.0,-0.0,-0.0,-0.0,0.0,
720,59.925085,35.243576,-134.976521,-59.969641,-35.242871,45.015307,0.0,0.0,0.0,0.0,0.0,0.0,41.420158,-28.590439,-30.87298,-64.35114,41.526314,-45.747231,-0.102824,0.005985,-0.046495,-0.030742,-0.014418,-0.024511,-0.0,-0.0,0.0,0.0,0.0,-0.0,
750,59.925032,35.24361,-134.976519,-59.969604,-35.242905,45.01528,0.0,0.0,0.0,0.0,0.0,0.0,41.420151,-28.590495,-30.872988,-64.351123,41.526286,-45.747177,-0.102846,0.006058,-0.046464,-0.030733,-0.01444,-0.024524,0.0,-0.0,-0.0,0.0,0.0,0.0,
780,59.925012,35.243656,-134.976514,-59.969609,-35.242935,45.015293,0.0,0.0,0.0,0.0,0.0,0.0,41.420124,-28.590519,-30.872966,-64.351143,41.526277,-45.747171,-0.102837,0.00609,-0.046461,-0.030758,-0.01443,-0.024525,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
810,59.925014,35.24369,-134.976481,-59.969589,-35.242947,45.015288,0.0,0.0,0.0,0.0,0.0,0.0,41.420087,-28.590536,-30.872959,-64.351136,41.526258,-45.747151,-0.102873,0.006169,-0.046443,-0.030753,-0.014439,-0.024535,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
840,59.924998,35.243687,-134.976513,-59.969582,-35.24294,45.015277,0.0,0.0,0.0,0.0,0.0,0.0,41.420107,-28.590536,-30.87295,-64.351125,41.526259,-45.747145,-0.102863,0.006183,-0.046467,-0.030744,-0.014442,-0.024533,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
870,59.924993,35.243675,-134.976511,-59.96958,-35.242922,45.015269,0.0,0.0,0.0,0.0,0.0,0.0,41.420116,-28.590541,-30.872964,-64.351114,41.526265,-45.74715,-0.102871,0.006157,-0.046459,-0.030744,-0.014444,-0.024523,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
900,59.925052,35.243669,-134.976488,-59.969578,-35.242938,45.015285,0.0,0.0,0.0,0.0,0.0,0.0,41.420092,-28.590493,-30.872946,-64.351126,41.526251,-45.747149,-0.102839,0.00612,-0.046436,-0.030765,-0.014454,-0.024536,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
930,59.925033,35.243692,-134.976505,-59.969577,-35.242947,45.0153,0.0,0.0,0.0,0.0,0.0,0.0,41.420088,-28.590505,-30.872927,-64.351136,41.526239,-45.747152,-0.102826,0.006148,-0.046426,-0.030777,-0.014454,-0.02454,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
960,59.162307,40.74622,-144.613445,-60.884936,-37.669085,41.995361,13.0,0.0,0.0,0.0,0.0,0.0,40.72179,-24.297062,-19.50664,-64.2863,43.776822,-43.073632,12.678195,0.027074,-0.034314,-0.053429,0.003957,-0.009343,0.0,0.0,0.0,0.0,-0.0,-0.0,
990,61.359571,40.934096,-143.578124,-60.882024,-37.313551,42.128023,13.0,0.0,0.0,0.0,0.0,0.0,39.765914,-22.710582,-18.555711,-64.211543,43.751415,-43.343574,12.91861,0.001981,-0.049082,-0.037747,-0.008478,-0.024026,0.0,0.0,0.0,-0.0,-0.0,-0.0,
1020,64.392009,45.287118,-148.221637,-61.187287,-38.542614,40.466826,22.0,0.0,0.0,0.0,0.0,0.0,37.259783,-17.305368,-8.677473,-64.08084,44.896029,-41.882826,21.92808,-0.001882,-0.045704,-0.034996,-0.007313,-0.023599,-0.0,0.0,-0.0,0.0,-0.0,-0.0,
1050,70.220204,45.492437,-144.742889,-61.246559,-37.610226,40.98837,22.0,0.0,0.0,0.0,0.0,0.0,35.29959,-13.657489,-6.980433,-63.986848,44.765432,-42.703955,21.925974,-0.006784,-0.053069,-0.040577,-0.010178,-0.028357,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
1080,63.279405,38.740209,-138.176078,-60.338612,-36.227037,43.773428,7.0,0.0,0.0,0.0,0.0,0.0,39.109561,-23.65713,-23.219006,-64.30468,42.418535,-44.639569,7.173164,-0.058669,-0.079943,-0.022593,-0.032937,-0.053316,-0.0,-0.0,0.0,0.0,-0.0,0.0,
1110,58.648166,35.14681,-113.12581,-59.622294,-35.636343,45.586295,-23.0,0.0,0.0,0.0,0.0,0.0,34.397958,-41.5229,-45.292034,-64.611104,40.770432,-45.689704,-22.784241,-0.001445,0.019588,0.011628,0.005002,-0.001534,-0.0,0.0,0.0,0.0,-0.0,-0.0,
1140,59.259131,35.455919,-112.33524,-59.727485,-35.68126,45.385563,-23.0,0.0,0.0,0.0,0.0,0.0,33.673827,-41.278946,-45.148698,-64.579573,40.980591,-45.597002,-22.973679,-0.040949,0.01337,-0.011769,-0.001145,6.4e-05,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
1170,59.533915,35.474867,-118.939638,-59.801829,-35.630151,45.284928,-16.0,0.0,0.0,0.0,0.0,0.0,35.729919,-37.429158,-41.113555,-64.54643,41.123004,-45.603132,-16.152334,-0.090446,0.014278,-0.025617,-0.002596,0.006189,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,
1200,61.392452,40.679591,-142.715253,-60.734354,-37.32189,42.521626,12.0,0.0,0.0,0.0,0.0,0.0,39.672055,-23.149407,-19.443092,-64.323016,43.363393,-43.494092,11.923197,-0.001713,-0.045143,-0.046528,-0.005415,-0.014584,0.0,-0.0,0.0,0.0,-0.0,-0.0,
1230,65.604569,40.734092,-140.369591,-60.750547,-36.519803,42.854455,12.0,0.0,0.0,0.0,0.0,0.0,37.920422,-20.276961,-18.115485,-64.182283,43.318569,-44.137247,11.900499,-0.003241,-0.055105,-0.047592,-0.015059,-0.029437,0.0,0.0,0.0,0.0,-0.0,0.0,
1260,59.329028,35.433963,-130.45104,-59.721042,-35.718658,45.373502,-5.0,0.0,0.0,0.0,0.0,0.0,39.867555,-31.59653,-34.14615,-64.584797,40.973288,-45.565359,-4.791493,-0.012397,0.002719,0.00697,0.003161,-0.001376,0.0,-0.0,-0.0,0.0,0.0,-0.0,
1290,59.589332,35.478095,-107.121297,-59.81692,-35.586912,45.25169,-28.0,0.0,0.0,0.0,0.0,0.0,31.805037,-43.793079,-47.930435,-64.521534,41.166424,-45.615735,-27.973171,-0.038681,0.016252,-0.011719,-0.00029,0.000258,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
1320,59.598734,35.451656,-110.934088,-59.838896,-35.560633,45.245044,-24.0,0.0,0.0,0.0,0.0,0.0,33.033986,-41.657151,-45.760255,-64.518533,41.197391,-45.637424,-24.154373,-0.078527,0.014918,-0.026277,-0.002416,0.008887,-0.0,0.0,-0.0,0.0,-0.0,-0.0,
1350,61.185593,37.995416,-138.29388,-60.33651,-36.283025,43.944242,6.0,0.0,0.0,0.0,0.0,0.0,40.258057,-25.651272,-25.269807,-64.403588,42.303915,-44.704949,5.672182,0.021125,-0.035985,-0.047898,-0.004025,-0.011605,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
1380,74.973701,51.241772,-151.44115,-61.747905,-38.858328,38.520544,35.0,0.0,0.0,0.0,0.0,0.0,33.399005,-5.40871,7.497723,-63.632349,46.645625,-40.892725,34.948459,-0.000809,0.003842,-0.000605,0.012813,0.000124,0.0,0.0,0.0,-0.0,0.0,-0.0,
1410,74.716953,51.264332,-151.600632,-61.707413,-38.880961,38.513111,35.0,0.0,0.0,0.0,0.0,0.0,33.428241,-5.559617,7.4565,-63.617623,46.607463,-40.860263,34.94904,-0.004152,-0.048405,-0.030609,-0.010258,-0.024737,-0.0,0.0,0.0,0.0,-0.0,-0.0,
1440,64.84721,40.313689,-140.074252,-60.63098,-36.496409,42.977671,11.0,0.0,0.0,0.0,0.0,0.0,38.280573,-21.161501,-19.271797,-64.174042,43.131144,-44.166699,10.92436,-0.049837,-0.090065,-0.030987,-0.042575,-0.058752,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,
1470,65.236761,40.343058,-139.818054,-60.678318,-36.45257,43.051615,11.0,0.0,0.0,0.0,0.0,0.0,38.080556,-20.917274,-19.158085,-64.213621,43.141299,-44.25464,10.902355,-0.007138,-0.054005,-0.046284,-0.014557,-0.029633,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
1500,68.318869,43.68335,-142.953256,-61.019625,-37.282462,41.782159,18.0,0.0,0.0,0.0,0.0,0.0,36.208317,-16.39016,-11.483932,-64.109367,44.10417,-43.227759,17.907429,-0.004672,-0.050689,-0.041234,-0.013059,-0.029604,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
1530,60.547157,38.441986,-138.551931,-60.189028,-36.761144,43.980524,6.0,0.0,0.0,0.0,0.0,0.0,40.192929,-26.172662,-25.156054,-64.529984,42.044445,-44.386887,5.890149,0.001025,-0.050974,-0.046738,-0.016335,-0.02366,0.0,-0.0,-0.0,0.0,0.0,-0.0,
1560,59.372521,35.71562,-130.049355,-59.657444,-35.928126,45.430929,-5.0,0.0,0.0,0.0,0.0,0.0,39.525558,-31.774492,-34.143845,-64.660691,40.832282,-45.447845,-4.969203,-0.048935,0.002631,-0.013733,-0.001476,0.000216,0.0,0.0,0.0,0.0,-0.0,-0.0,
1590,59.32997,35.680433,-130.095703,-59.650791,-35.919751,45.445778,-5.0,0.0,0.0,0.0,0.0,0.0,39.581146,-31.792518,-34.170635,-64.661659,40.81887,-45.45812,-4.969096,-0.049654,0.002335,-0.014365,-0.001872,1.7e-05,0.0,-0.0,-0.0,-0.0,0.0,-0.0,
1620,59.339575,35.71026,-126.078109,-59.652832,-35.924546,45.438898,-9.0,0.0,0.0,0.0,0.0,0.0,38.14917,-33.894554,-36.70047,-64.661084,40.82387,-45.452332,-8.970267,-0.048732,0.004856,-0.01406,-0.002057,-0.000282,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
1650,59.15963,35.555979,-129.271493,-59.62564,-35.89432,45.502866,-6.0,0.0,0.0,0.0,0.0,0.0,39.437087,-32.397186,-34.917345,-64.668078,40.766296,-45.493941,-5.970559,-0.050058,0.002979,-0.014591,-0.00163,2.2e-05,0.0,0.0,-0.0,0.0,0.0,-0.0,
1680,60.421063,36.714947,-135.740605,-59.889401,-36.061522,44.882664,2.0,0.0,0.0,0.0,0.0,0.0,40.502907,-27.735206,-28.744152,-64.555786,41.35376,-45.163424,1.890064,0.001935,-0.049382,-0.042992,-0.015211,-0.025101,-0.0,-0.0,-0.0,0.0,-0.0,0.0,
1710,60.699509,36.711241,-135.593912,-59.886769,-35.997237,44.901486,2.0,0.0,0.0,0.0,0.0,0.0,40.364784,-27.531594,-28.65827,-64.539706,41.353475,-45.209856,1.889323,-0.008864,-0.055632,-0.050289,-0.019321,-0.02938,-0.0,-0.0,0.0,0.0,-0.0,0.0,
1740,60.674689,36.7157,-135.600698,-59.887746,-36.004752,44.895038,2.0,0.0,0.0,0.0,0.0,0.0,40.371904,-27.553278,-28.66691,-64.539896,41.356667,-45.202281,1.887146,-0.010233,-0.054456,-0.049979,-0.019706,-0.029595,0.0,-0.0,0.0,-0.0,-0.0,-0.0,
1770,60.680257,36.717103,-135.597992,-59.890665,-36.00773,44.893635,2.0,0.0,0.0,0.0,0.0,0.0,40.368178,-27.549147,-28.66378,-64.541648,41.359728,-45.201147,1.88945,-0.012744,-0.054309,-0.049515,-0.016215,-0.030963,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
1800,60.69913,36.716713,-135.588329,-59.890733,-36.003639,44.895138,2.0,0.0,0.0,0.0,0.0,0.0,40.359013,-27.535186,-28.657865,-64.540873,41.359762,-45.20439,1.889492,-0.012715,-0.054292,-0.049473,-0.016152,-0.030987,0.0,-0.0,-0.0,0.0,0.0,0.0,
1830,62.496388,39.993496,-134.456407,-59.816428,-36.464887,44.854923,2.0,5.0,0.0,0.0,0.0,0.0,37.081872,-26.519669,-25.499731,-64.658603,41.215005,-44.882134,1.922117,4.776719,-0.035417,-0.021746,-0.016641,-0.017082,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
1860,101.547438,55.605553,-105.681825,-59.553489,-36.092904,45.569136,2.0,35.0,0.0,0.0,0.0,0.0,9.248718,-9.934696,-6.419231,-64.74028,40.61367,-45.383329,2.048598,34.771967,-0.02329,-0.017012,-0.003454,0.002851,0.0,0.0,-0.0,0.0,0.0,0.0,
1890,102.622924,55.771975,-104.539457,-59.569734,-36.249815,45.4867,2.0,35.0,0.0,0.0,0.0,0.0,8.568625,-9.768394,-6.28272,-64.766106,40.644141,-45.252859,2.063276,34.962154,0.00948,-0.008645,0.002015,0.003588,0.0,-0.0,-0.0,0.0,0.0,-0.0,
1920,76.822004,47.881508,-124.766223,-59.550109,-36.261446,45.425018,2.0,17.0,0.0,0.0,0.0,0.0,24.735739,-18.791795,-16.338322,-64.732717,40.658987,-45.200894,1.860154,17.188887,-0.075189,-0.067051,-0.025905,-0.040654,-0.0,-0.0,-0.0,0.0,0.0,0.0,
1950,58.099244,29.023812,-136.737235,-60.176515,-35.136849,44.778264,2.0,-13.0,0.0,0.0,0.0,0.0,46.993753,-29.475036,-36.456651,-64.293785,41.888107,-45.76642,2.033199,-12.696073,0.044176,0.037004,0.035804,0.014538,-0.0,-0.0,-0.0,0.0,-0.0,0.0,
1980,67.771007,2.543703,-141.981503,-57.104109,-24.48652,50.152503,2.0,-35.0,0.0,0.0,0.0,0.0,63.157903,-20.364217,-55.405359,-61.420904,38.929653,-53.813649,1.973696,-34.996154,-0.009486,0.005858,0.004526,0.003699,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
2010,67.626015,2.520738,-142.102214,-57.254086,-24.462589,49.991801,2.0,-35.0,0.0,0.0,0.0,0.0,63.311141,-20.459372,-55.548564,-61.392426,39.149715,-53.801684,2.054639,-34.966238,0.040485,0.023844,0.021934,0.017254,0.0,-0.0,-0.0,-0.0,0.0,0.0,
2040,64.09826,16.334104,-139.51253,-58.814271,-28.923078,48.010996,2.0,-20.0,0.0,0.0,0.0,0.0,54.462004,-22.709696,-42.718406,-62.882681,40.304961,-50.684961,2.092391,-20.236356,0.049722,0.035529,-0.016268,0.038087,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
2070,68.083314,42.159546,-131.809957,-60.186494,-35.305764,44.586375,2.0,10.0,0.0,0.0,0.0,0.0,33.099633,-22.56721,-21.762624,-64.270993,41.974306,-45.562414,1.914845,9.780432,-0.039312,-0.032563,-0.013042,-0.018074,0.0,-0.0,-0.0,0.0,0.0,-0.0,
2100,102.172406,54.641999,-106.231709,-59.986677,-35.239654,45.050053,2.0,35.0,0.0,0.0,0.0,0.0,9.776278,-8.612676,-6.306624,-64.374063,41.523501,-45.777518,2.065515,34.962939,0.004379,-0.012421,0.000125,0.001321,0.0,0.0,-0.0,-0.0,-0.0,-0.0,
2130,94.495496,53.101408,-112.36427,-59.957067,-35.306214,45.079715,2.0,30.0,0.0,0.0,0.0,0.0,13.984826,-11.041874,-8.736298,-64.399415,41.463256,-45.74274,2.073931,30.152922,0.028932,-0.006358,0.001837,-0.000128,0.0,-0.0,0.0,-0.0,0.0,-0.0,
2160,61.322026,35.882917,-135.891331,-60.26638,-35.029769,44.516468,2.0,-0.0,0.0,0.0,0.0,0.0,40.863376,-26.709785,-28.713237,-64.171547,42.149555,-45.716129,1.861294,0.217346,-0.0599,-0.06369,-0.017121,-0.033009,0.0,-0.0,-0.0,0.0,0.0,-0.0,
2190,60.669463,29.678822,-137.469497,-60.098379,-33.52544,45.388139,2.0,-7.0,0.0,0.0,0.0,0.0,45.976759,-26.453368,-33.523406,-63.943544,41.809958,-47.014801,2.048507,-6.915229,0.052226,0.047479,0.027283,0.026825,-0.0,-0.0,-0.0,0.0,0.0,-0.0,
2220,60.717478,29.579684,-137.506383,-60.076883,-33.474627,45.436284,2.0,-7.0,0.0,0.0,0.0,0.0,46.043941,-26.385982,-33.553024,-63.937646,41.773394,-47.062708,2.043869,-6.919541,0.049844,0.046955,0.029288,0.021904,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
2250,60.705826,29.565106,-137.519704,-60.076399,-33.476415,45.434795,2.0,-7.0,0.0,0.0,0.0,0.0,46.063372,-26.391073,-33.565662,-63.937383,41.773354,-47.060555,2.043914,-6.91999,0.052983,0.052269,0.032829,0.019149,0.0,0.0,-0.0,0.0,0.0,-0.0,
2280,60.690664,29.542701,-137.540072,-60.074271,-33.469473,45.441994,2.0,-7.0,0.0,0.0,0.0,0.0,46.092296,-26.39615,-33.58315,-63.937249,41.768809,-47.06786,2.043497,-6.921562,0.053317,0.051458,0.033279,0.019052,-0.0,-0.0,0.0,0.0,0.0,0.0,
2310,62.509955,22.393749,-138.590457,-59.492707,-30.939699,46.879956,2.0,-14.0,0.0,0.0,0.0,0.0,50.68331,-24.253885,-38.291714,-63.408896,41.019032,-49.130702,2.056801,-13.92689,0.054403,0.041826,0.022609,0.02905,-0.0,-0.0,0.0,0.0,0.0,-0.0,
2340,62.533923,22.369169,-138.597117,-59.485864,-30.924312,46.892518,2.0,-14.0,0.0,0.0,0.0,0.0,50.694552,-24.227568,-38.29269,-63.406087,41.009647,-49.144121,2.057169,-13.926665,0.054461,0.042373,0.022946,0.028764,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
2370,60.130211,24.723288,-133.238814,-59.243408,-40.38177,43.975782,2.0,-14.0,13.0,0.0,0.0,0.0,47.411475,-29.301248,-41.240015,-65.421103,40.419372,-41.889524,1.902094,-13.966831,12.744686,-0.037403,0.007696,-0.009837,-0.0,0.0,-0.0,0.0,0.0,-0.0,
2400,80.979556,19.673866,-118.380433,-54.858073,-48.02256,45.249449,2.0,-14.0,35.0,0.0,0.0,0.0,32.990023,-12.570593,-38.665299,-66.91992,33.62101,-35.755247,1.934535,-13.961339,34.984673,-0.014123,0.001958,-0.016127,-0.0,0.0,-0.0,0.0,0.0,-0.0,
2430,80.970742,19.660548,-118.389499,-54.868601,-48.004096,45.246974,2.0,-14.0,35.0,0.0,0.0,0.0,33.004003,-12.576861,-38.676835,-66.916274,33.637449,-35.771521,1.92658,-13.952994,34.982354,-0.018491,-0.00291,-0.014876,0.0,-0.0,-0.0,0.0,-0.0,-0.0,
2460,66.067329,24.461525,-129.424247,-58.45771,-41.406479,44.68603,2.0,-14.0,16.0,0.0,0.0,0.0,43.366757,-24.911404,-39.512318,-65.768772,38.977893,-41.301424,1.933045,-14.038096,16.179852,-0.029663,-0.034212,-0.036328,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
2490,65.084022,20.403827,-144.354573,-57.834903,-20.996791,48.700471,2.0,-14.0,-14.0,0.0,0.0,0.0,54.32785,-18.902174,-34.099695,-59.466557,41.252325,-55.291455,2.013387,-13.950878,-13.744945,0.01676,0.007747,0.013512,-0.0,0.0,-0.0,0.0,0.0,0.0,
2520,65.168313,20.137578,-147.514648,-57.242091,-16.145184,48.362914,2.0,-14.0,-21.0,0.0,0.0,0.0,56.239544,-17.234057,-31.861192,-56.763507,42.218475,-57.597323,2.010548,-13.933424,-20.947857,0.045265,0.022796,0.018807,0.0,-0.0,-0.0,0.0,-0.0,0.0,
