step,front_roll_raw_deg,front_pitch_raw_deg,front_yaw_raw_deg,rear_roll_raw_deg,rear_pitch_raw_deg,rear_yaw_raw_deg,front_roll_bias_deg,front_pitch_bias_deg,front_yaw_bias_deg,rear_roll_bias_deg,rear_pitch_bias_deg,rear_yaw_bias_deg,front_roll_cur_deg,front_pitch_cur_deg,front_yaw_cur_deg,rear_roll_cur_deg,rear_pitch_cur_deg,rear_yaw_cur_deg,front_joint_cmd_0_deg,front_joint_cmd_1_deg,front_joint_cmd_2_deg,rear_joint_cmd_0_deg,rear_joint_cmd_1_deg,rear_joint_cmd_2_deg,front_q_ik_0_deg,front_q_ik_1_deg,front_q_ik_2_deg,rear_q_ik_0_deg,rear_q_ik_1_deg,rear_q_ik_2_deg,front_q_sim_0_deg,front_q_sim_1_deg,front_q_sim_2_deg,rear_q_sim_0_deg,rear_q_sim_1_deg,rear_q_sim_2_deg,front_residual_0,front_residual_1,front_residual_2,rear_residual_0,rear_residual_1,rear_residual_2,ik_error
3510,-1.2285,-3.751396,9.205934,-0.065218,0.010946,-0.014371,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.139256,-3.843162,9.200098,-0.107208,0.024302,-0.012062,-2.0,-7.0,7.0,0.0,0.0,0.0,-8.276491,-2.784007,-4.02126,0.057725,0.086831,-0.053755,-1.928299,-6.914071,7.053016,0.05245,0.033357,0.026743,-0.0,0.0,0.0,0.0,0.0,0.0,
3540,-1.23357,-3.768181,9.201387,-0.068268,0.011281,-0.020013,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.144327,-3.859947,9.195551,-0.110258,0.024636,-0.017703,-2.0,-7.0,7.0,0.0,0.0,0.0,-8.288245,-2.77154,-4.014839,0.061256,0.092103,-0.05279,-1.922936,-6.91723,7.054586,0.056842,0.037142,0.024014,-0.0,0.0,0.0,-0.0,-0.0,0.0,
3570,-5.29726,-2.997018,3.947395,-0.059631,0.025603,-0.005881,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-5.208016,-3.088784,3.94156,-0.101621,0.038958,-0.003572,-2.0,-7.0,0.0,0.0,0.0,0.0,-4.861579,2.930873,-4.5428,0.064785,0.071989,-0.060699,-1.967977,-6.903,0.050416,0.054163,0.018166,0.031333,-0.0,0.0,0.0,-0.0,0.0,-0.0,
3600,-5.30261,-3.012839,3.950394,-0.06007,0.019956,-0.013213,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-5.213367,-3.104605,3.944558,-0.102061,0.033311,-0.010904,-2.0,-7.0,0.0,0.0,0.0,0.0,-4.876272,2.940009,-4.541529,0.064414,0.078838,-0.054466,-1.959003,-6.917666,0.049503,0.053933,0.025168,0.025261,0.0,-0.0,0.0,-0.0,0.0,-0.0,
3630,-10.692752,-2.997858,-2.995247,-0.050569,0.018991,-0.006824,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-10.603508,-3.089624,-3.001083,-0.092559,0.032346,-0.004515,-2.0,-7.0,-9.0,0.0,0.0,0.0,-0.722857,10.619514,-4.477774,0.059945,0.068833,-0.051045,-1.964338,-6.919333,-8.953514,0.043359,0.020296,0.025943,0.0,-0.0,0.0,-0.0,-0.0,-0.0,
3660,-10.626205,-2.90603,-3.29935,-0.052149,0.016759,-0.010446,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-10.536962,-2.997796,-3.305185,-0.094139,0.030114,-0.008137,-2.0,-7.0,-9.0,0.0,0.0,0.0,-0.442401,10.685496,-4.289549,0.060215,0.072951,-0.049158,-1.964419,-6.922394,-8.953985,0.044097,0.024274,0.023985,0.0,-0.0,0.0,0.0,0.0,-0.0,
3690,-6.694163,-3.084615,1.697898,-0.076747,0.022835,-0.016891,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-6.60492,-3.17638,1.692062,-0.118737,0.03619,-0.014582,-2.0,-7.0,-2.0,0.0,0.0,0.0,-3.630592,5.229021,-4.279951,0.068868,0.091566,-0.065308,-1.944764,-6.895728,-2.17952,0.065169,0.035976,0.034001,0.0,0.0,-0.0,0.0,-0.0,-0.0,
3720,-4.722446,-3.028502,4.714325,-0.061084,0.020785,-0.009608,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-4.633203,-3.120268,4.708489,-0.103074,0.03414,-0.007299,-2.0,-7.0,1.0,0.0,0.0,0.0,-5.311726,2.093379,-4.529145,0.063006,0.077136,-0.057604,-1.954678,-6.915709,1.051057,0.053416,0.023935,0.028789,0.0,-0.0,0.0,0.0,0.0,-0.0,
3750,-4.730209,-3.034765,4.710501,-0.056714,0.017505,-0.011192,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-4.640965,-3.126531,4.704665,-0.098704,0.030861,-0.008882,-2.0,-7.0,1.0,0.0,0.0,0.0,-5.314916,2.103979,-4.529957,0.06125,0.076302,-0.05226,-1.953162,-6.921881,1.047015,0.04939,0.024362,0.024793,-0.0,0.0,-0.0,-0.0,0.0,0.0,
3780,-4.725087,-3.028761,4.703732,-0.064161,0.021307,-0.016568,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-4.635844,-3.120527,4.697896,-0.106151,0.034662,-0.014259,-2.0,-7.0,1.0,0.0,0.0,0.0,-5.305805,2.101158,-4.525309,0.06745,0.08311,-0.055971,-1.954998,-6.910656,1.04948,0.058671,0.027877,0.024977,0.0,0.0,-0.0,0.0,0.0,-0.0,
3810,-4.72491,-3.028239,4.703513,-0.064248,0.021408,-0.016701,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-4.635667,-3.120005,4.697677,-0.106239,0.034763,-0.014392,-2.0,-7.0,1.0,0.0,0.0,0.0,-5.305247,2.100924,-4.52529,0.06761,0.083207,-0.055998,-1.955232,-6.910135,1.049428,0.058858,0.027907,0.024926,0.0,0.0,0.0,0.0,0.0,0.0,
3840,-1.28213,-3.732316,9.206103,-0.065007,0.018165,-0.012863,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.192886,-3.824082,9.200267,-0.106997,0.03152,-0.010554,-2.0,-7.0,7.0,0.0,0.0,0.0,-8.263375,-2.747688,-4.068493,0.062744,0.082858,-0.057427,-1.929702,-6.911159,7.053144,0.056166,0.028013,0.027948,-0.0,0.0,-0.0,0.0,0.0,-0.0,
3870,-1.289228,-3.731683,9.208898,-0.061826,0.016839,-0.012226,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.199984,-3.823449,9.203062,-0.103816,0.030195,-0.009916,-2.0,-7.0,7.0,0.0,0.0,0.0,-8.26474,-2.74369,-4.075243,0.061298,0.080784,-0.055004,-1.934014,-6.917332,7.050546,0.053123,0.026955,0.026599,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
3900,-1.305722,-3.724275,9.209967,-0.05563,0.014292,-0.012607,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.216478,-3.816041,9.204131,-0.09762,0.027647,-0.010297,-2.0,-7.0,7.0,0.0,0.0,0.0,-8.25999,-2.733614,-4.090989,0.059447,0.077667,-0.049363,-1.948629,-6.921526,7.04314,0.04788,0.025551,0.02264,0.0,0.0,-0.0,-0.0,0.0,0.0,
3930,-1.305688,-3.724213,9.209966,-0.055655,0.014286,-0.012626,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.216444,-3.815979,9.20413,-0.097645,0.027641,-0.010317,-2.0,-7.0,7.0,0.0,0.0,0.0,-8.259936,-2.733663,-4.090993,0.059453,0.077698,-0.049367,-1.948659,-6.921471,7.043151,0.047902,0.025564,0.022624,0.0,0.0,0.0,-0.0,0.0,0.0,
3960,-1.162184,-2.223577,9.709899,-11.513669,9.965026,-10.194115,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.072941,-2.315343,9.704063,-11.555659,9.978381,-10.191806,-2.0,-7.0,7.0,18.0,0.0,0.0,-7.267492,-3.652572,-4.943129,13.824581,7.452041,-5.744445,-2.085063,-6.987555,6.985565,17.732141,0.003294,-0.01193,0.0,-0.0,0.0,-0.0,0.0,0.0,
3990,-0.888434,-0.854119,9.935216,-24.52347,14.325997,-24.078515,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.79919,-0.945885,9.929381,-24.56546,14.339352,-24.076205,-2.0,-7.0,7.0,35.0,0.0,0.0,-6.213637,-4.48867,-5.518163,26.588149,16.066796,-6.553583,-2.071505,-7.003291,6.970723,34.983891,-0.003413,-0.021249,-0.0,0.0,0.0,0.0,0.0,0.0,
4020,-0.889856,-0.8535,9.935276,-24.523037,14.324912,-24.076942,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.800612,-0.945266,9.92944,-24.565028,14.338267,-24.074633,-2.0,-7.0,7.0,35.0,0.0,0.0,-6.213241,-4.487813,-5.519501,26.586159,16.066949,-6.554064,-2.07293,-7.003626,6.970228,34.982439,-0.00396,-0.021176,0.0,0.0,0.0,0.0,0.0,0.0,
4050,-1.154783,-2.073106,9.748218,-13.315912,10.929523,-12.072966,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.065539,-2.164872,9.742382,-13.357902,10.942878,-12.070656,-2.0,-7.0,7.0,20.0,0.0,0.0,-7.161082,-3.733288,-5.028679,15.714862,8.659351,-6.120521,-2.038515,-7.047064,6.945061,20.254019,-0.028007,-0.043574,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,
4080,-1.462712,-3.852424,9.150152,5.451733,-6.921569,3.815936,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.373468,-3.94419,9.144316,5.409743,-6.908214,3.818245,-2.0,-7.0,7.0,-10.0,0.0,0.0,-8.341833,-2.529615,-4.114063,-7.982269,-3.907893,4.637525,-1.9678,-6.952714,7.021644,-9.728246,0.010056,0.016124,-0.0,0.0,0.0,0.0,-0.0,-0.0,
4110,-1.525782,-3.752935,9.188995,17.922769,-26.228612,11.386984,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.436539,-3.844701,9.183159,17.880779,-26.215257,11.389294,-2.0,-7.0,7.0,-35.0,0.0,0.0,-8.283706,-2.534989,-4.224454,-30.164261,-16.5588,19.960895,-1.961246,-6.945665,7.039248,-34.976279,0.023746,0.007725,-0.0,-0.0,-0.0,0.0,-0.0,0.0,
4140,-1.532659,-3.75692,9.189856,17.928829,-26.230484,11.379945,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.443416,-3.848685,9.18402,17.886839,-26.217129,11.382255,-2.0,-7.0,7.0,-35.0,0.0,0.0,-8.287856,-2.528484,-4.227948,-30.163357,-16.56003,19.967988,-1.963616,-6.951505,7.037404,-34.978198,0.020004,0.003608,0.0,0.0,0.0,0.0,0.0,-0.0,
4170,-1.422724,-3.702119,9.226977,13.281511,-18.526916,8.893322,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.333481,-3.793885,9.221142,13.239521,-18.513561,8.895632,-2.0,-7.0,7.0,-25.0,0.0,0.0,-8.256893,-2.656363,-4.193275,-21.373883,-11.33863,13.269031,-1.958407,-6.912354,7.078897,-25.186345,0.03966,0.00575,0.0,0.0,0.0,-0.0,0.0,-0.0,
4200,-1.31115,-3.481058,9.327756,-2.875087,3.135334,-2.137116,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.221907,-3.572824,9.32192,-2.917077,3.148689,-2.134806,-2.0,-7.0,7.0,5.0,0.0,0.0,-8.121959,-2.878652,-4.266508,3.795462,1.842482,-2.057084,-2.089907,-6.984043,6.983954,4.724742,0.002957,-0.012676,0.0,-0.0,0.0,0.0,0.0,-0.0,
4230,-1.378855,-3.240371,9.394448,-3.621577,3.876102,-2.844942,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.289611,-3.332137,9.388613,-3.663568,3.889458,-2.842633,-2.0,-7.0,7.0,6.0,0.0,0.0,-7.961132,-2.945828,-4.460373,4.792612,2.370793,-2.45366,-2.105139,-6.996856,6.954673,5.960301,-0.006334,-0.029052,0.0,0.0,-0.0,-0.0,-0.0,0.0,
4260,-1.378265,-3.236662,9.392947,-3.619312,3.877571,-2.840165,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.289022,-3.328428,9.387111,-3.661302,3.890926,-2.837855,-2.0,-7.0,7.0,6.0,0.0,0.0,-7.957181,-2.946836,-4.460934,4.79096,2.365998,-2.455644,-2.107534,-6.993247,6.953863,5.957697,-0.010128,-0.026981,0.0,0.0,0.0,-0.0,0.0,-0.0,
4290,-1.378209,-3.236855,9.392906,-3.61935,3.877614,-2.84005,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.288966,-3.328621,9.38707,-3.66134,3.890969,-2.837741,-2.0,-7.0,7.0,6.0,0.0,0.0,-7.957316,-2.94679,-4.460784,4.790924,2.365939,-2.45576,-2.107552,-6.99326,6.953867,5.957703,-0.010125,-0.026978,0.0,0.0,-0.0,0.0,0.0,0.0,
4320,-1.488694,-3.18605,9.389686,-15.502061,-17.857029,-11.794616,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.39945,-3.277816,9.38385,-15.544051,-17.843674,-11.792306,-2.0,-7.0,7.0,6.0,27.0,0.0,-7.919326,-2.874708,-4.561737,-4.762865,26.744071,1.304093,-2.153262,-6.9439,6.98333,6.026865,26.752516,-0.007209,0.0,-0.0,0.0,0.0,0.0,0.0,
4350,-1.377402,-3.659154,9.251327,-18.919167,-24.307284,-14.316723,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.288158,-3.75092,9.245491,-18.961157,-24.293929,-14.314414,-2.0,-7.0,7.0,6.0,35.0,0.0,-8.232101,-2.721144,-4.192951,-6.897188,34.289579,1.618517,-2.088081,-7.009313,6.955822,5.963802,34.983454,-0.027585,-0.0,0.0,0.0,-0.0,-0.0,-0.0,
4380,-1.377325,-3.660158,9.247595,-18.924153,-24.301576,-14.316628,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.288081,-3.751924,9.241759,-18.966143,-24.28822,-14.314319,-2.0,-7.0,7.0,6.0,35.0,0.0,-8.230886,-2.71886,-4.190575,-6.893212,34.290448,1.614713,-2.086899,-7.007074,6.953851,5.959356,34.983023,-0.025641,0.0,0.0,0.0,-0.0,0.0,-0.0,
4410,-1.34613,-3.520299,9.296781,-7.729082,-2.438528,-5.927446,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.256887,-3.612065,9.290945,-7.771072,-2.425172,-5.925137,-2.0,-7.0,7.0,6.0,8.0,0.0,-8.139598,-2.82004,-4.257783,1.801393,9.90614,-1.051121,-2.125078,-7.014857,6.926999,5.920034,8.227105,-0.033705,0.0,0.0,-0.0,0.0,-0.0,0.0,
4440,-0.210695,-4.089003,9.090479,9.790164,19.155081,8.722539,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.121451,-4.180769,9.084643,9.748174,19.168436,8.724848,-2.0,-7.0,7.0,6.0,-22.0,0.0,-8.450579,-3.423781,-3.080827,13.552145,-18.466781,-8.2094,-1.948661,-6.908281,7.030557,6.048213,-21.733151,0.018862,-0.0,0.0,-0.0,0.0,0.0,-0.0,
4470,0.449466,-4.104883,9.100937,21.091959,26.903672,16.458765,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.53871,-4.196649,9.095101,21.049969,26.917027,16.461074,-2.0,-7.0,7.0,6.0,-35.0,0.0,-8.446029,-3.956055,-2.607422,21.13555,-30.651901,-11.057147,-1.966249,-6.956804,7.044531,6.068679,-34.99665,0.015553,-0.0,-0.0,0.0,0.0,-0.0,-0.0,
4500,0.451196,-4.106088,9.101568,21.086462,26.909379,16.456831,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.54044,-4.197854,9.095733,21.044472,26.922735,16.459141,-2.0,-7.0,7.0,6.0,-35.0,0.0,-8.447328,-3.957386,-2.605939,21.141338,-30.649593,-11.063109,-1.964111,-6.957771,7.045801,6.07054,-34.996865,0.016528,-0.0,0.0,-0.0,0.0,0.0,0.0,
4530,-0.600907,-3.922848,9.237567,3.213767,12.991988,3.30954,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.511664,-4.014614,9.231731,3.171777,13.005343,3.31185,-2.0,-7.0,7.0,6.0,-12.0,0.0,-8.407574,-3.246339,-3.509181,9.481752,-9.368417,-5.780098,-1.943897,-6.964978,7.079732,6.081088,-12.27535,0.033762,0.0,0.0,-0.0,-0.0,0.0,0.0,
4560,-1.341389,-3.416606,9.334916,-8.506473,-3.946298,-6.602409,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.252145,-3.508372,9.32908,-8.548464,-3.932943,-6.6001,-2.0,-7.0,7.0,6.0,10.0,0.0,-8.073693,-2.881181,-4.321688,1.131508,11.573291,-0.674047,-2.099538,-6.992997,6.955524,5.965414,9.987237,-0.025002,0.0,0.0,0.0,0.0,-0.0,0.0,
4590,-1.483578,-3.065341,9.43693,-8.379542,-4.170727,-6.623743,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.394334,-3.157107,9.431094,-8.421532,-4.157372,-6.621434,-2.0,-7.0,7.0,6.0,10.0,0.0,-7.844049,-2.947313,-4.638184,0.980708,11.608831,-0.498513,-2.113663,-6.987281,6.960817,5.97718,9.986789,-0.023639,0.0,0.0,0.0,0.0,0.0,-0.0,
4620,-1.487641,-3.063727,9.443875,-8.377579,-4.171085,-6.62637,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.398397,-3.155493,9.438039,-8.41957,-4.15773,-6.624061,-2.0,-7.0,7.0,6.0,10.0,0.0,-7.846727,-2.94831,-4.645318,0.982289,11.609138,-0.49549,-2.119201,-6.991935,6.96438,5.978579,9.986087,-0.026409,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,
4650,-1.470623,-3.099222,9.425991,-5.205325,1.250952,-4.165602,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-1.38138,-3.190988,9.420155,-5.247315,1.264307,-4.163293,-2.0,-7.0,7.0,6.0,3.0,0.0,-7.865632,-2.939695,-4.607609,3.504506,5.406019,-1.706134,-2.140372,-7.005041,6.93356,5.925058,3.227411,-0.033011,-0.0,0.0,-0.0,0.0,0.0,0.0,
4680,-0.260315,-3.96262,9.187186,7.72845,17.535817,6.85301,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.171071,-4.054386,9.18135,7.68646,17.549172,6.85532,-2.0,-7.0,7.0,6.0,-19.0,0.0,-8.399156,-3.479815,-3.222635,12.490435,-15.718911,-7.434006,-1.942933,-6.937818,7.056728,6.061797,-18.990006,0.027651,-0.0,0.0,-0.0,0.0,-0.0,-0.0,
4710,-0.269472,-3.943691,9.184812,7.737815,17.533584,6.835132,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.180229,-4.035456,9.178977,7.695825,17.546939,6.837442,-2.0,-7.0,7.0,6.0,-19.0,0.0,-8.382361,-3.477693,-3.236794,12.496356,-15.713361,-7.414298,-1.955812,-6.932872,7.044829,6.056501,-18.988011,0.021129,0.0,-0.0,0.0,0.0,-0.0,0.0,
4740,-0.51424,-3.776606,9.244353,2.066671,18.316851,12.656593,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.424997,-3.868372,9.238517,2.024681,18.330206,12.658903,-2.0,-7.0,7.0,6.0,-19.0,9.0,-8.284989,-3.370759,-3.518657,10.011859,-15.839748,-15.517746,-2.132783,-6.997038,6.928841,5.975648,-19.041693,8.700865,-0.0,0.0,0.0,0.0,0.0,0.0,
4770,0.142472,-2.291367,9.72375,-16.151074,24.052859,26.038984,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.231716,-2.383133,9.717914,-16.193064,24.066214,26.041293,-2.0,-7.0,7.0,6.0,-19.0,35.0,-7.259439,-4.67308,-3.989663,2.952957,-11.588135,-39.550301,-2.094151,-6.981832,6.970132,5.963423,-18.979393,34.980182,-0.0,0.0,-0.0,-0.0,0.0,0.0,
4800,0.861076,-3.82606,9.155118,-13.974254,19.174684,31.351,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.95032,-3.917826,9.149282,-14.016244,19.188039,31.353309,-2.0,-7.0,7.0,6.0,-19.0,35.0,-8.226765,-4.411068,-2.470486,-2.680942,-11.233471,-37.894426,-2.072457,-6.972697,6.971737,5.965028,-18.983901,34.988662,0.0,0.0,0.0,-0.0,-0.0,0.0,
4830,0.855528,-3.803034,9.153415,-13.972474,19.171017,31.3499,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.944772,-3.8948,9.147579,-14.014464,19.184372,31.35221,-2.0,-7.0,7.0,6.0,-19.0,35.0,-8.206556,-4.413443,-2.484347,-2.682828,-11.232579,-37.890197,-2.086673,-6.955935,6.96877,5.959298,-18.979663,34.988651,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,
4860,-0.296974,-4.053678,9.159891,3.283221,17.990396,11.293281,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.20773,-4.145443,9.154055,3.241231,18.003752,11.29559,-2.0,-7.0,7.0,6.0,-19.0,6.0,-8.462124,-3.404042,-3.193059,10.50296,-15.734732,-13.637861,-1.948247,-6.96259,7.047138,6.053057,-19.010279,6.266908,0.0,0.0,0.0,0.0,-0.0,-0.0,
4890,-0.959115,-4.411274,8.961812,22.861425,15.604462,-9.355295,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.869872,-4.503039,8.955976,22.819435,15.617817,-9.352985,-2.0,-7.0,7.0,6.0,-19.0,-24.0,-8.679641,-2.638062,-3.403399,15.890971,-12.664493,16.498054,-1.998642,-6.958163,7.025297,6.013412,-18.980249,-23.746413,-0.0,0.0,0.0,-0.0,0.0,0.0,
4920,-1.015163,-3.831243,9.200185,28.946768,13.477441,-19.924963,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.925919,-3.923009,9.19435,28.904778,13.490796,-19.922653,-2.0,-7.0,7.0,6.0,-19.0,-35.0,-8.329534,-2.924522,-3.82902,15.986663,-6.881253,30.909697,-1.997037,-6.945082,7.017148,6.012306,-18.978304,-34.988399,-0.0,0.0,-0.0,-0.0,0.0,-0.0,
4950,-1.002816,-3.821661,9.19411,28.947467,13.465367,-19.927181,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.913572,-3.913427,9.188275,28.905477,13.478723,-19.924872,-2.0,-7.0,7.0,6.0,-19.0,-35.0,-8.317621,-2.934589,-3.821636,15.976848,-6.878197,30.914635,-1.996416,-6.927686,7.019939,6.018347,-18.976263,-34.985055,0.0,-0.0,-0.0,-0.0,0.0,0.0,
4980,-0.418394,-3.967614,9.159842,16.268134,16.090558,-2.902574,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.32915,-4.05938,9.154006,16.226144,16.103913,-2.900264,-2.0,-7.0,7.0,6.0,-19.0,-13.0,-8.394934,-3.335923,-3.319659,14.965052,-13.883148,6.319262,-1.926376,-6.924501,7.040557,6.06929,-18.990014,-13.214084,0.0,0.0,0.0,-0.0,-0.0,-0.0,
5010,-0.241301,-3.216106,9.419954,-3.517522,19.875441,16.76689,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,-0.152058,-3.307872,9.414118,-3.559512,19.888796,16.7692,-2.0,-7.0,7.0,6.0,-19.0,17.0,-7.896965,-3.880012,-3.673245,8.326048,-15.06586,-22.788856,-2.096424,-6.924325,6.962664,5.932471,-18.975094,16.760634,0.0,-0.0,0.0,-0.0,-0.0,0.0,
5040,0.347623,-3.868294,9.190706,-7.279071,19.062276,23.357778,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.436866,-3.960059,9.18487,-7.321062,19.075631,23.360087,-2.0,-7.0,7.0,6.0,-19.0,24.0,-8.298696,-4.003494,-2.834466,3.477709,-14.5557,-28.674098,-2.08819,-6.990438,6.953606,5.947472,-18.98782,23.982997,0.0,-0.0,-0.0,-0.0,0.0,0.0,
5070,0.360503,-3.861439,9.186497,-7.30099,19.044746,23.367347,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.449747,-3.953205,9.180661,-7.34298,19.058101,23.369657,-2.0,-7.0,7.0,6.0,-19.0,24.0,-8.290192,-4.013897,-2.826393,3.449944,-14.532452,-28.683579,-2.088459,-6.977072,6.95862,5.948714,-18.988004,23.987168,0.0,-0.0,-0.0,-0.0,0.0,0.0,
5100,0.366076,-3.875197,9.181314,-7.319736,19.012848,23.384978,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.45532,-3.966963,9.175479,-7.361726,19.026203,23.387288,-2.0,-7.0,7.0,6.0,-19.0,24.0,-8.298793,-4.010865,-2.813445,3.406862,-14.506067,-28.686361,-2.084658,-6.97859,6.959437,5.951618,-18.98705,23.986427,0.0,-0.0,-0.0,-0.0,0.0,0.0,
5130,0.371302,-3.866678,9.182698,-7.343341,19.013311,23.375401,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.460546,-3.958443,9.176862,-7.385331,19.026666,23.37771,-2.0,-7.0,7.0,6.0,-19.0,24.0,-8.292176,-4.018726,-2.814371,3.403076,-14.48524,-28.697554,-2.086495,-6.97048,6.964629,5.957192,-18.986732,23.985958,0.0,0.0,0.0,0.0,-0.0,0.0,
5160,0.371615,-3.866825,9.182678,-7.34328,19.013208,23.375644,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.460859,-3.958591,9.176843,-7.38527,19.026563,23.377954,-2.0,-7.0,7.0,6.0,-19.0,24.0,-8.292278,-4.018916,-2.81407,3.402898,-14.485311,-28.697583,-2.086287,-6.970433,6.964827,5.957194,-18.986813,23.986019,-0.0,0.0,-0.0,-0.0,0.0,0.0,
5190,0.362644,-3.869675,9.184156,-7.337568,19.012453,23.376047,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.451887,-3.961441,9.178321,-7.379558,19.025809,23.378356,-2.0,-7.0,7.0,6.0,-19.0,24.0,-8.295794,-4.011535,-2.819871,3.40408,-14.489306,-28.69339,-2.090499,-6.976763,6.960186,5.953975,-18.987538,23.983941,-0.0,0.0,0.0,-0.0,0.0,0.0,
5220,0.355146,-3.85313,9.181269,-7.331097,19.01051,23.377132,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.444389,-3.944896,9.175433,-7.373087,19.023865,23.379441,-2.0,-7.0,7.0,6.0,-19.0,24.0,-8.280563,-4.009573,-2.831501,3.404164,-14.493422,-28.688307,-2.102029,-6.966516,6.953592,5.944362,-18.986744,23.984976,0.0,-0.0,0.0,-0.0,-0.0,0.0,
5250,0.354579,-3.852896,9.18454,-7.334866,19.010336,23.374415,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.443823,-3.944662,9.178704,-7.376856,19.023691,23.376725,-2.0,-7.0,7.0,6.0,-19.0,24.0,-8.28215,-4.01098,-2.833631,3.403859,-14.489536,-28.689268,-2.104117,-6.968916,6.954896,5.944306,-18.986041,23.98443,0.0,0.0,0.0,-0.0,-0.0,0.0,
5280,0.356802,-3.854977,9.18525,-7.339881,19.007854,23.373198,-0.089244,0.091766,0.005836,0.04199,-0.013355,-0.002309,0.446045,-3.946743,9.179415,-7.381871,19.02121,23.375507,-2.0,-7.0,7.0,6.0,-19.0,24.0,-8.284207,-4.012444,-2.831428,3.400379,-14.483901,-28.690481,-2.103013,-6.970772,6.955667,5.945882,-18.985018,23.983642,0.0,-0.0,0.0,0.0,0.0,-0.0,
